Date,Close,High,Low,Open,Volume,Ticker
2025-08-28,647.1258544921875,647.6843037743214,643.5557962693775,645.4505066457858,61519500,SPY
2025-08-29,643.2666015625,646.04892693251,641.361908969664,645.6798938838932,74522200,SPY
2025-09-02,638.4998168945312,638.7191794281234,633.1645719217177,635.7374558444352,81983500,SPY
2025-09-03,641.960205078125,642.4289372924937,638.6893051342267,640.8931560649971,70820900,SPY
2025-09-04,647.3253173828125,647.3552636551144,641.7308424389964,642.6382997027142,65219200,SPY
2025-09-05,645.4505004882812,650.4067910780432,641.551337641252,649.6787679935875,85178900,SPY
2025-09-08,647.0361328125,648.0433501046099,645.4405199703039,646.826691508285,63133100,SPY
2025-09-09,648.531982421875,649.0604854255209,645.4305347021028,647.1756962960839,66133900,SPY
2025-09-10,650.4067993164062,652.7402956265305,648.8311506393708,651.8128741836446,78034500,SPY
2025-09-11,655.8118286132812,656.5099054682547,651.7830200765693,652.3713547945198,69934400,SPY
2025-09-12,655.5924072265625,657.2877193463212,655.0838683704039,655.7818843611192,72780100,SPY
2025-09-15,659.0827026367188,659.2123480846643,657.5170969033588,657.8162552961535,63772400,SPY
2025-09-16,658.1752319335938,659.9503398052897,657.3874380375795,659.6411384615709,61169000,SPY
2025-09-17,657.3575439453125,659.8904996422112,652.4910309141978,658.1852662695255,101952200,SPY
2025-09-18,660.4290161132812,663.0517496492283,658.4445277353276,660.0600439458431,90459200,SPY
2025-09-19,663.7000122070312,664.5499877929688,660.3699951171875,662.3300170898438,97945600,SPY
2025-09-22,666.8400268554688,667.2899780273438,662.1699829101562,662.2000122070312,69452200,SPY
2025-09-23,663.2100219726562,667.3400268554688,661.97998046875,666.719970703125,81708900,SPY
2025-09-24,661.0999755859375,664.6099853515625,659.6699829101562,664.510009765625,68082200,SPY
2025-09-25,658.0499877929688,659.4099731445312,654.4099731445312,657.9400024414062,89622100,SPY
2025-09-26,661.8200073242188,662.3699951171875,657.8800048828125,659.510009765625,69179200,SPY
2025-09-29,663.6799926757812,665.280029296875,661.8599853515625,664.3599853515625,73499000,SPY
2025-09-30,666.1799926757812,666.6500244140625,661.6099853515625,662.9299926757812,86288000,SPY
2025-10-01,668.4500122070312,669.3699951171875,663.0599975585938,663.1699829101562,72545400,SPY
2025-10-02,669.219970703125,670.5700073242188,666.780029296875,670.4500122070312,56896000,SPY
2025-10-03,669.2100219726562,672.6799926757812,668.1599731445312,669.989990234375,70494400,SPY
2025-10-06,671.6099853515625,672.510009765625,669.4600219726562,671.6199951171875,54623300,SPY
2025-10-07,669.1199951171875,672.989990234375,667.6699829101562,672.5399780273438,72020100,SPY
2025-10-08,673.1099853515625,673.2100219726562,669.4199829101562,670.25,60702200,SPY
2025-10-09,671.1599731445312,673.9400024414062,669.2100219726562,673.530029296875,66501900,SPY
2025-10-10,653.02001953125,673.9500122070312,652.8400268554688,672.1300048828125,158562200,SPY
